vx,wabs,obstacle,align,follow,angle,fwd,twirl
0.0134195,0.189822,0,23.9216,14.7682,0.642534,0,0.113893
0.0229802,0.169109,0,23.549,14.5706,0.34378,0,0.101465
0.0166695,0.184353,0,23.7831,14.6949,0.554453,0,0.110612
0.0268492,0.191554,0,23.6948,14.5262,0.507231,0,0.114932
0.0294792,0.16901,0,23.5725,14.4357,0.167648,0,0.101406
0.0207072,0.218748,0,23.7302,14.6123,0.642823,0,0.131249
0.0199811,0.252665,0,23.7545,14.6849,0.926136,0,0.151599
0.0176907,0.143217,0,23.7735,14.6649,0.360834,0,0.0859301
0.00962439,0.277671,0,23.9091,14.8181,0.405263,0,0.166602
0.0113837,0.188215,0,23.9358,14.7851,0.417321,0,0.112929
0.0140065,0.170907,0,23.8758,14.7347,0.3065,0,0.102544
0.0200904,0.172489,0,23.7515,14.6436,0.582536,0,0.103494
0.0221448,0.203208,0,23.7178,14.6027,0.678629,0,0.121925
0.0177111,0.186943,0,23.8719,14.6654,0.357178,0,0.112166
0.0122913,0.208671,0,23.9749,14.7671,0.477917,0,0.125203
0.0176272,0.174399,0,23.8147,14.6633,0.190551,0,0.10464
0.0268396,0.221431,0,23.588,14.4896,0.153199,0,0.132859
0.0215318,0.213201,0,23.7976,14.5924,0.35995,0,0.127921
