world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
blocked,0,comppi_iid_symacc,True,False,22.26,0.231,7.57,0.255,,,0.0132,0.392,RESULT: SUCCESS (status=4)
blocked,0,comppi_iid_l010,False,False,17.56,5.253,2.39,0.25,,,0.0141,0.4,RESULT: FAILURE (status=6)
blocked,0,comppi_iid_l003,False,False,17.48,5.287,2.34,0.25,,,0.023,0.4,RESULT: FAILURE (status=6)
blocked,1,comppi_iid_nolimit,True,False,31.46,0.249,7.71,0.224,,,0.0339,0.391,RESULT: SUCCESS (status=4)
blocked,1,comppi_iid_amax1,True,False,30.36,0.248,7.76,0.224,,,0.0151,0.389,RESULT: SUCCESS (status=4)
blocked,1,comppi_iid_symacc,False,False,17.26,5.864,1.77,0.25,,,0.0049,0.329,RESULT: FAILURE (status=6)
blocked,1,comppi_iid_l010,False,False,17.16,5.854,1.79,0.25,,,0.0141,0.4,RESULT: FAILURE (status=6)
blocked,1,comppi_iid_l003,False,False,16.66,5.876,1.77,0.25,,,0.0184,0.4,RESULT: FAILURE (status=6)
blocked,2,comppi_iid_nolimit,True,False,27.16,0.248,7.72,0.25,,,0.0392,0.396,RESULT: SUCCESS (status=4)
blocked,2,comppi_iid_amax1,True,False,23.86,0.243,7.72,0.25,,,0.0167,0.398,RESULT: SUCCESS (status=4)
blocked,2,comppi_iid_symacc,True,False,22.56,0.243,7.65,0.255,,,0.0125,0.394,RESULT: SUCCESS (status=4)
blocked,2,comppi_iid_l010,False,False,18.86,5.304,2.32,0.25,,,0.0147,0.4,RESULT: FAILURE (status=6)
blocked,2,comppi_iid_l003,False,False,17.36,5.305,2.32,0.255,,,0.0198,0.4,RESULT: FAILURE (status=6)
blocked,3,comppi_iid_nolimit,True,False,31.26,0.243,7.82,0.25,,,0.0262,0.396,RESULT: SUCCESS (status=4)
blocked,3,comppi_iid_amax1,True,False,31.46,0.248,7.85,0.25,,,0.0152,0.391,RESULT: SUCCESS (status=4)
blocked,3,comppi_iid_symacc,True,False,22.26,0.247,7.55,0.255,,,0.0135,0.395,RESULT: SUCCESS (status=4)
blocked,3,comppi_iid_l010,False,False,18.26,5.302,2.38,0.25,,,0.0172,0.396,RESULT: FAILURE (status=6)
blocked,3,comppi_iid_l003,False,False,20.76,5.315,2.33,0.25,,,0.0208,0.4,RESULT: FAILURE (status=6)
blocked,4,comppi_iid_nolimit,True,False,26.48,0.247,7.58,0.269,,,0.0325,0.395,RESULT: SUCCESS (status=4)
blocked,4,comppi_iid_amax1,True,False,23.76,0.243,7.57,0.255,,,0.0132,0.392,RESULT: SUCCESS (status=4)
blocked,4,comppi_iid_symacc,True,False,22.26,0.238,7.57,0.269,,,0.0125,0.395,RESULT: SUCCESS (status=4)
blocked,4,comppi_iid_l010,False,False,15.06,6.159,1.45,0.25,,,0.0137,0.399,RESULT: FAILURE (status=6)
blocked,4,comppi_iid_l003,False,False,14.56,6.198,1.42,0.25,,,0.0212,0.4,RESULT: FAILURE (status=6)
blocked,5,comppi_iid_nolimit,True,False,27.06,0.249,7.55,0.269,,,0.0274,0.397,RESULT: SUCCESS (status=4)
blocked,5,comppi_iid_amax1,True,False,23.36,0.242,7.53,0.269,,,0.0139,0.397,RESULT: SUCCESS (status=4)
blocked,5,comppi_iid_symacc,True,False,22.26,0.243,7.51,0.269,,,0.0125,0.391,RESULT: SUCCESS (status=4)
blocked,5,comppi_iid_l010,False,False,25.56,2.656,4.96,0.25,,,0.0166,0.4,RESULT: FAILURE (status=6)
blocked,5,comppi_iid_l003,False,False,26.48,2.668,4.97,0.25,,,0.0267,0.4,RESULT: FAILURE (status=6)
blocked,6,comppi_iid_nolimit,True,False,32.26,0.239,7.87,0.224,,,0.0301,0.393,RESULT: SUCCESS (status=4)
blocked,6,comppi_iid_amax1,True,False,32.36,0.248,7.9,0.25,,,0.0131,0.39,RESULT: SUCCESS (status=4)
blocked,6,comppi_iid_symacc,True,False,22.46,0.237,7.55,0.25,,,0.0124,0.393,RESULT: SUCCESS (status=4)
blocked,6,comppi_iid_l010,False,False,23.46,3.615,3.99,0.25,,,0.0194,0.399,RESULT: FAILURE (status=6)
blocked,6,comppi_iid_l003,False,False,24.26,3.618,4.01,0.25,,,0.0266,0.4,RESULT: FAILURE (status=6)
blocked,7,comppi_iid_nolimit,True,False,33.46,0.243,7.95,0.224,,,0.0414,0.398,RESULT: SUCCESS (status=4)
blocked,7,comppi_iid_amax1,True,False,32.56,0.243,7.97,0.25,,,0.0185,0.392,RESULT: SUCCESS (status=4)
blocked,7,comppi_iid_symacc,False,False,17.76,5.958,1.68,0.25,,,0.0049,0.315,RESULT: FAILURE (status=6)
blocked,7,comppi_iid_l010,False,False,17.06,5.932,1.86,0.269,,,0.0191,0.4,RESULT: FAILURE (status=6)
blocked,7,comppi_iid_l003,False,False,21.26,5.97,1.73,0.25,,,0.0227,0.389,RESULT: FAILURE (status=6)
blocked,8,comppi_iid_nolimit,True,False,31.16,0.241,7.78,0.25,,,0.0347,0.395,RESULT: SUCCESS (status=4)
blocked,8,comppi_iid_amax1,True,False,29.76,0.248,7.76,0.25,,,0.0154,0.394,RESULT: SUCCESS (status=4)
blocked,8,comppi_iid_symacc,True,False,22.26,0.244,7.56,0.255,,,0.0127,0.394,RESULT: SUCCESS (status=4)
blocked,8,comppi_iid_l010,False,False,24.66,3.706,3.91,0.25,,,0.0177,0.4,RESULT: FAILURE (status=6)
blocked,8,comppi_iid_l003,False,False,26.26,3.718,3.92,0.25,,,0.0283,0.4,RESULT: FAILURE (status=6)
blocked,9,comppi_iid_nolimit,True,False,31.16,0.239,7.84,0.25,,,0.0289,0.398,RESULT: SUCCESS (status=4)
blocked,9,comppi_iid_amax1,True,False,23.36,0.248,7.54,0.25,,,0.0143,0.395,RESULT: SUCCESS (status=4)
blocked,9,comppi_iid_symacc,True,False,22.46,0.235,7.56,0.25,,,0.0126,0.392,RESULT: SUCCESS (status=4)
blocked,9,comppi_iid_l010,False,False,19.06,6.001,1.61,0.25,,,0.013,0.367,RESULT: FAILURE (status=6)
blocked,9,comppi_iid_l003,False,False,21.86,6.009,1.61,0.25,,,0.0236,0.4,RESULT: FAILURE (status=6)
blocked,10,comppi_iid_nolimit,True,False,26.26,0.245,7.54,0.25,,,0.0279,0.396,RESULT: SUCCESS (status=4)
blocked,10,comppi_iid_amax1,True,False,23.46,0.248,7.52,0.255,,,0.0133,0.391,RESULT: SUCCESS (status=4)
blocked,10,comppi_iid_symacc,True,False,22.26,0.243,7.52,0.269,,,0.0119,0.393,RESULT: SUCCESS (status=4)
blocked,10,comppi_iid_l010,True,False,25.46,0.238,7.57,0.269,,,0.0266,0.4,RESULT: SUCCESS (status=4)
blocked,10,comppi_iid_l003,False,False,25.26,3.652,4.01,0.206,,,0.0272,0.4,RESULT: FAILURE (status=6)
blocked,11,comppi_iid_nolimit,True,False,30.08,0.237,7.8,0.25,,,0.0386,0.396,RESULT: SUCCESS (status=4)
blocked,11,comppi_iid_amax1,True,False,32.06,0.25,7.89,0.25,,,0.0166,0.395,RESULT: SUCCESS (status=4)
blocked,11,comppi_iid_symacc,True,False,22.36,0.245,7.6,0.269,,,0.0121,0.392,RESULT: SUCCESS (status=4)
blocked,11,comppi_iid_l010,False,False,22.46,4.255,3.37,0.25,,,0.0173,0.4,RESULT: FAILURE (status=6)
blocked,11,comppi_iid_l003,False,False,21.46,4.275,3.34,0.25,,,0.0252,0.4,RESULT: FAILURE (status=6)
blocked,12,comppi_iid_nolimit,True,False,27.16,0.244,7.54,0.25,,,0.0317,0.395,RESULT: SUCCESS (status=4)
blocked,12,comppi_iid_amax1,True,False,23.56,0.246,7.51,0.255,,,0.0142,0.394,RESULT: SUCCESS (status=4)
blocked,12,comppi_iid_symacc,True,False,22.16,0.238,7.51,0.269,,,0.0126,0.395,RESULT: SUCCESS (status=4)
blocked,12,comppi_iid_l010,False,False,29.56,2.853,4.85,0.25,,,0.0186,0.4,RESULT: FAILURE (status=6)
